Brand=["KovaScape"],Reporting Range=["Weekly"],Select week=["Week 14 | 2026-03-29 - 2026-04-04 2026"]
"Search Query","Search Query Score","Search Query Volume","Impressions: Total Count","Impressions: Brand Count","Impressions: Brand Share %","Clicks: Total Count","Clicks: Click Rate %","Clicks: Brand Count","Clicks: Brand Share %","Clicks: Price (Median)","Clicks: Brand Price (Median)","Clicks: Same Day Shipping Speed","Clicks: 1D Shipping Speed","Clicks: 2D Shipping Speed","Cart Adds: Total Count","Cart Adds: Cart Add Rate %","Cart Adds: Brand Count","Cart Adds: Brand Share %","Cart Adds: Price (Median)","Cart Adds: Brand Price (Median)","Cart Adds: Same Day Shipping Speed","Cart Adds: 1D Shipping Speed","Cart Adds: 2D Shipping Speed","Purchases: Total Count","Purchases: Purchase Rate %","Purchases: Brand Count","Purchases: Brand Share %","Purchases: Price (Median)","Purchases: Brand Price (Median)","Purchases: Same Day Shipping Speed","Purchases: 1D Shipping Speed","Purchases: 2D Shipping Speed","Reporting Date"
"floating shelves for wall","73","77037","1819996","262","0.01","29143","37.83","3","0.01","24.98","28.99","4912","11302","6505","4932","6.4","1","0.02","23.82","28.99","888","1980","1054","916","1.19","0","0.0","22.99",,"245","410","164","2026-04-04"
"handcrafted 36"" live edge shelves","953","2","120","4","3.33","1","50.0","1","100.0","114.99","114.99","0","1","0","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-04-04"
"18x24 frame with mat","101","1495","41056","53","0.13","573","38.33","1","0.17","34.99","64.99","18","159","213","167","11.17","1","0.6","34.99","64.99","8","53","65","54","3.61","0","0.0","34.99",,"3","21","21","2026-04-04"
"8x10 wood frame","15","698","18833","115","0.61","329","47.13","3","0.91","13.99","18.99","25","188","71","133","19.05","1","0.75","9.99","18.99","15","72","29","42","6.02","1","2.38","9.99","18.99","4","27","10","2026-04-04"
"walnut frame","82","450","12731","170","1.34","164","36.44","2","1.22","29.99","24.99","2","65","53","45","10.0","1","2.22","29.99","45.99","1","19","18","6","1.33","0","0.0","25.99",,"0","3","2","2026-04-04"
"real wood frames","364","35","863","13","1.51","11","31.43","2","18.18","25.99","22.99","0","3","5","2","5.71","0","0.0","15.99",,"0","1","0","0","0.0","0",,,,"0","0","0","2026-04-04"
"floating wall shelves wood metal","861","57","1200","5","0.42","30","52.63","1","3.33","25.64","28.99","3","17","9","2","3.51","0","0.0","20.79",,"0","1","1","2","3.51","0","0.0","20.79",,"0","1","1","2026-04-04"
"17 by 23 frame","848","29","641","5","0.78","16","55.17","1","6.25","39.94","24.99","1","4","1","3","10.34","0","0.0","33.99",,"1","1","0","0","0.0","0",,,,"0","0","0","2026-04-04"
"27 x 40 poster frame","89","862","24031","271","1.13","353","40.95","3","0.85","43.99","87.99","0","55","91","134","15.55","0","0.0","42.99",,"0","18","43","55","6.38","0","0.0","43.99",,"0","7","22","2026-04-04"
"shelves floating 8 feet wood","110","4","200","7","3.5","2","50.0","2","100.0","114.99","114.99","0","0","2","1","25.0","1","100.0","114.99","114.99","0","0","1","0","0.0","0",,,,"0","0","0","2026-04-04"
"floating shelves heavy duty","493","346","8774","56","0.64","134","38.73","0","0.0","55.99",,"9","43","44","13","3.76","0","0.0","49.99",,"0","3","5","2","0.58","0","0.0","15.29",,"0","1","1","2026-04-04"
"frame 8x10","500","886","26568","18","0.07","387","43.68","1","0.26","8.49","20.99","79","191","68","175","19.75","0","0.0","6.99",,"40","87","27","79","8.92","0","0.0","5.99",,"23","40","9","2026-04-04"
"20x24 rounded edge frame","617","5","103","11","10.68","2","40.0","1","50.0","49.99","49.99","0","0","1","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-04-04"
"12 inch deep wall shelves","354","26","629","19","3.02","10","38.46","2","20.0","33.99","26.99","0","5","2","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-04-04"
"16x24 frame round","42","2","118","5","4.24","6","300.0","1","16.67","52.99","49.99","0","1","3","2","100.0","1","50.0","49.99","49.99","0","0","1","1","50.0","1","100.0","49.99","49.99","0","0","0","2026-04-04"
"extra large corner floating shelves","569","44","933","13","1.39","12","27.27","1","8.33","39.99","72.99","0","1","6","1","2.27","0","0.0","38.99",,"0","1","0","0","0.0","0",,,,"0","0","0","2026-04-04"
"walnut frame 24x36","681","40","900","9","1.0","19","47.5","1","5.26","84.99","26.99","0","3","7","4","10.0","0","0.0","84.99",,"0","0","2","2","5.0","0","0.0","53.58",,"0","0","2","2026-04-04"
"24 inch wood floating shelves","323","81","1979","7","0.35","41","50.62","3","7.32","54.99","94.99","5","11","12","5","6.17","0","0.0","29.99",,"1","1","2","1","1.23","0","0.0","128.8",,"0","0","0","2026-04-04"
"18 x 24 picture frame","550","1551","45394","15","0.03","649","41.84","1","0.15","28.49","45.99","49","166","240","276","17.79","0","0.0","27.99",,"24","81","100","112","7.22","0","0.0","27.99",,"8","41","40","2026-04-04"
"book shelf","91","219118","5340342","333","0.01","62020","28.3","1","0.0","56.0","51.99","2726","13867","12478","13188","6.02","0","0.0","54.14",,"698","2955","2498","1349","0.62","0","0.0","44.15",,"121","449","262","2026-04-04"
"8.5 by 11 picture frame with mat","504","158","4114","18","0.44","76","48.1","1","1.32","13.99","22.99","7","48","13","19","12.03","0","0.0","13.99",,"1","15","2","11","6.96","0","0.0","13.99",,"1","9","1","2026-04-04"
"live edge walnut floating shelves","764","42","883","44","4.98","17","40.48","0","0.0","89.99",,"0","5","5","7","16.67","0","0.0","55.7",,"0","4","1","0","0.0","0",,,,"0","0","0","2026-04-04"
"one 2 ft light wood shelf for wall","60","1","19","1","5.26","1","100.0","1","100.0","89.99","89.99","0","0","1","1","100.0","1","100.0","89.99","89.99","0","0","1","1","100.0","1","100.0","89.99","89.99","0","0","1","2026-04-04"
"heavy duty wall shelf","508","887","24570","54","0.22","316","35.63","0","0.0","40.99",,"15","106","78","40","4.51","0","0.0","44.99",,"3","13","12","8","0.9","0","0.0","44.99",,"0","1","3","2026-04-04"
"single shelf for wall","435","317","9121","27","0.3","104","32.81","1","0.96","16.82","24.99","15","44","13","18","5.68","0","0.0","16.71",,"5","5","1","4","1.26","0","0.0","9.99",,"2","2","0","2026-04-04"
"large thick light wood frame with matte","146","5","111","10","9.01","3","60.0","1","33.33","47.99","45.99","0","0","3","2","40.0","1","50.0","45.99","45.99","0","0","2","0","0.0","0",,,,"0","0","0","2026-04-04"
"wood shelves with brackets","152","74","2182","9","0.41","27","36.49","1","3.7","25.99","60.99","2","9","3","3","4.05","1","33.33","43.99","60.99","0","1","0","0","0.0","0",,,,"0","0","0","2026-04-04"
"16 x 24 wooden picture frame with mat","648","6","320","10","3.13","4","66.67","1","25.0","42.99","45.99","0","1","2","1","16.67","0","0.0","42.99",,"0","0","0","0","0.0","0",,,,"0","0","0","2026-04-04"
"4x6” wooden frame","220","9","254","2","0.79","5","55.56","1","20.0","8.99","14.99","0","2","3","3","33.33","1","33.33","14.99","14.99","0","2","1","0","0.0","0",,,,"0","0","0","2026-04-04"
"4x6 frames","17","2028","58817","15","0.03","875","43.15","2","0.23","15.99","13.99","132","465","172","403","19.87","1","0.25","14.99","13.99","61","222","74","161","7.94","1","0.62","13.99","13.99","33","90","30","2026-04-04"
"24 kitchen wall shelf","970","3","67","4","5.97","4","133.33","1","25.0","39.97","51.99","0","0","3","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-04-04"
"shelf for cork board","751","28","706","7","0.99","18","64.29","1","5.56","9.99","26.99","0","13","5","4","14.29","0","0.0","9.99",,"0","3","1","1","3.57","0","0.0","9.99",,"0","0","1","2026-04-04"
"picture frame matted for 8.5 x 11 picture","418","18","392","32","8.16","12","66.67","1","8.33","24.99","24.99","0","0","5","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-04-04"
"wall mounted office shelving","951","10","496","4","0.81","4","40.0","1","25.0","69.99","63.99","0","0","3","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-04-04"
"11x8.5 picture frame","439","653","16746","26","0.16","315","48.24","1","0.32","5.99","19.99","66","151","53","165","25.27","0","0.0","5.89",,"39","84","29","91","13.94","0","0.0","5.89",,"26","45","16","2026-04-04"
"24x30 frames","712","166","5562","45","0.81","46","27.71","0","0.0","38.24",,"0","11","19","10","6.02","0","0.0","35.99",,"0","4","4","2","1.2","0","0.0","33.75",,"0","2","0","2026-04-04"
"brick 5x7 photo frame","873","5","110","5","4.55","4","80.0","1","25.0","16.99","16.99","0","0","0","1","20.0","0","0.0","18.99",,"0","0","0","0","0.0","0",,,,"0","0","0","2026-04-04"
"wall shelves 10in deep","384","7","140","7","5.0","8","114.29","2","25.0","25.99","24.99","0","3","0","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-04-04"
"22x28 minimalist frame","542","5","110","15","13.64","3","60.0","1","33.33","59.99","64.99","0","0","1","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-04-04"
"art frames","304","902","26280","22","0.08","242","26.83","3","1.24","23.99","25.99","25","101","47","45","4.99","0","0.0","22.99",,"8","18","7","10","1.11","0","0.0","23.28",,"0","5","2","2026-04-04"
"graduation picture frames 8.5 x 11 for hanging","256","4","86","1","1.16","2","50.0","1","50.0","9.99","19.99","0","0","1","1","25.0","1","100.0","19.99","19.99","0","0","0","0","0.0","0",,,,"0","0","0","2026-04-04"
"wood floating shelf with black brackets","909","2","44","4","9.09","1","50.0","1","100.0","26.99","26.99","0","1","0","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-04-04"
"14x11 picture frames glass","687","11","309","9","2.91","8","72.73","1","12.5","11.99","22.99","1","4","3","6","54.55","0","0.0","7.99",,"1","2","3","5","45.45","0","0.0","7.99",,"1","1","3","2026-04-04"
"12x18 frame wooden matted","772","5","111","6","5.41","3","60.0","1","33.33","34.19","45.99","0","0","1","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-04-04"
"floating shelves","97","139229","3433016","246","0.01","55597","39.93","3","0.01","24.98","51.99","9272","21711","12182","9081","6.52","0","0.0","23.82",,"1601","3654","1872","1784","1.28","0","0.0","21.99",,"483","790","299","2026-04-04"
"brushed nickel picture frame","58","73","1666","1","0.06","32","43.84","1","3.13","16.99","57.99","1","18","8","5","6.85","1","20.0","14.08","57.99","1","3","1","1","1.37","1","100.0","57.99","57.99","0","0","1","2026-04-04"
"27 x 40 poster frame matted tempered","823","3","66","6","9.09","4","133.33","1","25.0","79.99","87.99","0","3","0","1","33.33","0","0.0","79.99",,"0","1","0","1","33.33","0","0.0","79.99",,"0","1","0","2026-04-04"
"8 inch deep wall shelf","23","31","695","24","3.45","10","32.26","1","10.0","27.47","24.99","0","5","2","2","6.45","1","50.0","24.99","24.99","0","1","0","1","3.23","1","100.0","24.99","24.99","0","1","0","2026-04-04"
"estante para gaveta","884","3","61","5","8.2","1","33.33","1","100.0","48.99","48.99","0","0","0","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-04-04"
"12x48 shelf","578","38","1024","13","1.27","12","31.58","1","8.33","63.64","72.99","0","4","1","1","2.63","0","0.0","119.99",,"0","0","1","0","0.0","0",,,,"0","0","0","2026-04-04"
"24 length by 10 inches depth wood floating shelves","684","3","180","9","5.0","5","166.67","1","20.0","69.99","89.99","0","2","2","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-04-04"
"black wall shelf","281","1555","40283","160","0.4","554","35.63","1","0.18","24.99","51.99","52","208","135","130","8.36","0","0.0","23.99",,"13","55","29","22","1.41","0","0.0","21.84",,"3","10","3","2026-04-04"
"shelves ready to install","971","4","76","4","5.26","6","150.0","1","16.67","26.99","26.99","0","5","0","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-04-04"
"22x28frame with matt","841","3","66","6","9.09","2","66.67","1","50.0","59.99","64.99","0","0","0","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-04-04"
"8 1/2 x 11 picture frame","24","1614","50393","23","0.05","727","45.04","1","0.14","8.49","22.99","132","371","131","346","21.44","1","0.29","5.99","22.99","69","184","64","210","13.01","1","0.48","5.99","22.99","51","112","40","2026-04-04"
"12x24 frame with mat","906","91","2424","4","0.17","31","34.07","1","3.23","37.39","49.99","0","8","11","8","8.79","0","0.0","35.99",,"0","2","4","3","3.3","0","0.0","39.99",,"0","1","2","2026-04-04"
"16x24 picture frame","247","3386","84101","146","0.17","1355","40.02","4","0.3","24.99","45.99","65","429","513","624","18.43","0","0.0","24.99",,"33","211","236","219","6.47","0","0.0","22.99",,"13","88","76","2026-04-04"
"wallshelf for living room","990","13","280","4","1.43","4","30.77","1","25.0","22.94","48.99","0","2","0","1","7.69","0","0.0","25.49",,"0","1","0","0","0.0","0",,,,"0","0","0","2026-04-04"
"live edge walnut floating shelves 32” farmhouse solid","547","15","300","15","5.0","12","80.0","1","8.33","109.99","94.99","0","4","5","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-04-04"
"shelf 16 x 7 wall mount","858","5","300","5","1.67","5","100.0","1","20.0","23.99","24.99","0","2","3","1","20.0","0","0.0","23.99",,"0","1","0","0","0.0","0",,,,"0","0","0","2026-04-04"
"3 count 16in 8 in deepfloating book shelf","741","7","140","7","5.0","6","85.71","1","16.67","35.14","24.99","0","1","5","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-04-04"
"grey floating shelves 16x8","476","6","188","22","11.7","3","50.0","1","33.33","24.99","24.99","0","3","0","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-04-04"
"22x28 rounded wood frames with mat","451","14","314","24","7.64","14","100.0","1","7.14","31.25","64.99","0","0","2","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-04-04"
"8in deep shelf","491","23","485","19","3.92","12","52.17","1","8.33","27.19","24.99","0","3","3","3","13.04","0","0.0","19.99",,"0","1","2","1","4.35","0","0.0","19.99",,"0","0","1","2026-04-04"
"rustic wall shelves","34","414","11528","8","0.07","119","28.74","1","0.84","30.99","24.99","4","41","36","32","7.73","1","3.13","27.82","24.99","2","14","10","5","1.21","1","20.0","24.99","24.99","1","4","0","2026-04-04"
"18x30 walnut frame","853","5","113","5","4.42","2","40.0","1","50.0","55.08","63.99","0","0","0","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-04-04"
"walnut wood frames","739","36","988","7","0.71","22","61.11","1","4.55","22.99","96.99","0","8","10","7","19.44","0","0.0","46.99",,"0","4","1","1","2.78","0","0.0","12.74",,"0","1","0","2026-04-04"
"27x40 inch poster frame","316","2038","47574","85","0.18","929","45.58","1","0.11","47.99","87.99","0","160","245","374","18.35","0","0.0","42.99",,"0","73","79","129","6.33","0","0.0","42.99",,"0","31","31","2026-04-04"
"8.5 x 11 frames with mat board","972","41","880","4","0.45","23","56.1","1","4.35","16.99","19.99","1","12","5","4","9.76","0","0.0","13.5",,"0","3","1","1","2.44","0","0.0","20.99",,"0","1","0","2026-04-04"
"sturdy shelf for wall","526","61","1208","17","1.41","16","26.23","1","6.25","27.98","28.99","1","12","2","4","6.56","0","0.0","20.99",,"1","3","0","1","1.64","0","0.0","37.99",,"1","0","0","2026-04-04"
"11x14 frame with mat for 8x10","419","338","10533","32","0.3","134","39.64","1","0.75","15.22","21.99","22","63","32","48","14.2","0","0.0","13.59",,"9","23","13","20","5.92","0","0.0","7.99",,"4","12","3","2026-04-04"
"shelving wall mounted","260","2638","70657","174","0.25","809","30.67","3","0.37","28.99","26.99","78","315","230","132","5.0","0","0.0","25.99",,"12","60","28","23","0.87","0","0.0","22.99",,"1","14","6","2026-04-04"
"pink frame","819","749","18796","6","0.03","242","32.31","1","0.41","13.99","25.99","21","108","55","86","11.48","0","0.0","9.99",,"7","39","28","18","2.4","0","0.0","9.99",,"0","10","6","2026-04-04"
"8x10 picture frame with stand","780","316","8823","6","0.07","154","48.73","1","0.65","8.99","18.99","30","93","16","59","18.67","0","0.0","8.99",,"9","37","7","36","11.39","0","0.0","8.49",,"6","23","5","2026-04-04"
"wood shelf 23x8x1.5","52","1","20","2","10.0","1","100.0","1","100.0","94.99","94.99","0","0","1","1","100.0","1","100.0","94.99","94.99","0","0","1","1","100.0","1","100.0","94.99","94.99","0","0","1","2026-04-04"
"12""x10"" wall shelf","131","11","242","19","7.85","3","27.27","1","33.33","19.99","24.99","0","1","0","2","18.18","1","50.0","19.99","24.99","0","1","0","0","0.0","0",,,,"0","0","0","2026-04-04"
"16x20 frame matted to 8x10","472","139","3647","22","0.6","55","39.57","1","1.82","37.49","45.99","2","9","17","14","10.07","0","0.0","39.59",,"0","1","4","4","2.88","0","0.0","43.3",,"0","1","1","2026-04-04"
"black bookshelf hanging","240","4","86","1","1.16","2","50.0","1","50.0","26.99","26.99","0","0","1","1","25.0","1","100.0","26.99","26.99","0","0","0","0","0.0","0",,,,"0","0","0","2026-04-04"
"small shelves","407","3057","82840","38","0.05","962","31.47","1","0.1","23.97","24.99","108","425","202","180","5.89","0","0.0","20.99",,"32","77","36","37","1.21","0","0.0","19.98",,"10","17","5","2026-04-04"
"wall book shelves","589","852","22667","12","0.05","352","41.31","1","0.28","29.97","24.99","38","134","92","72","8.45","0","0.0","28.97",,"10","28","19","9","1.06","0","0.0","27.47",,"3","4","2","2026-04-04"
"16x24 frame","265","9646","235391","226","0.1","3989","41.35","1","0.03","24.35","45.99","217","1253","1464","1727","17.9","0","0.0","22.99",,"107","564","657","650","6.74","0","0.0","22.99",,"46","236","253","2026-04-04"
"16x28 frame","742","234","5958","7","0.12","89","38.03","1","1.12","32.37","45.99","0","17","25","33","14.1","0","0.0","31.98",,"0","7","12","11","4.7","0","0.0","31.98",,"0","3","2","2026-04-04"
"brown picture frames 8x10","196","88","2769","3","0.11","58","65.91","1","1.72","17.25","18.99","8","29","11","21","23.86","1","4.76","15.99","18.99","1","11","5","6","6.82","0","0.0","7.99",,"1","1","3","2026-04-04"
"shelf boards 12 inch deep","348","181","5498","96","1.75","65","35.91","0","0.0","27.49",,"5","13","15","4","2.21","0","0.0","23.45",,"0","1","1","2","1.1","0","0.0","23.45",,"0","1","0","2026-04-04"
"24x36 bikini wood frame","180","2","44","4","9.09","1","50.0","1","100.0","76.99","76.99","0","0","0","1","50.0","1","100.0","76.99","76.99","0","0","0","0","0.0","0",,,,"0","0","0","2026-04-04"
"2 pack shelves","903","51","1183","4","0.34","20","39.22","1","5.0","23.99","24.99","7","6","3","6","11.76","0","0.0","29.99",,"4","0","1","1","1.96","0","0.0","12.82",,"1","0","0","2026-04-04"
"bayka floating shelves for wall, wall mounted rustic wood shelves","882","15","900","5","0.56","138","920.0","1","0.72","35.99","44.99","65","61","5","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-04-04"
"36x48 picture frame","670","220","5569","9","0.16","78","35.45","1","1.28","81.99","81.99","0","11","13","10","4.55","0","0.0","101.65",,"0","2","2","4","1.82","0","0.0","101.65",,"0","0","0","2026-04-04"
"small wall shelves","344","1389","36739","62","0.17","540","38.88","1","0.19","16.99","24.99","71","230","127","105","7.56","0","0.0","15.99",,"18","45","28","24","1.73","0","0.0","13.99",,"5","11","7","2026-04-04"
"glass picture frame displaying with picture matted to 12 x 16","987","4","240","4","1.67","3","75.0","1","33.33","29.99","24.99","0","2","0","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-04-04"
"wood floating shelf 36 inch","72","19","443","23","5.19","16","84.21","3","18.75","84.99","113.99","0","0","2","4","21.05","2","50.0","67.99","109.99","0","0","0","1","5.26","0","0.0","67.99",,"0","0","0","2026-04-04"
"wall shelves with brackets","12","1762","40247","234","0.58","637","36.15","6","0.94","26.09","26.99","67","268","137","79","4.48","1","1.27","29.99","26.99","9","32","16","12","0.68","1","8.33","25.49","26.99","4","2","4","2026-04-04"
"wooden shelves 0.5 inch thick","602","14","374","12","3.21","5","35.71","1","20.0","29.3","50.99","0","0","2","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-04-04"
"wall shelf gray 12x12","428","14","281","29","10.32","10","71.43","1","10.0","27.99","26.99","0","1","7","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-04-04"
"72 inch live edge floating wood shelves","664","6","133","10","7.52","5","83.33","1","20.0","170.99","179.99","0","0","2","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-04-04"
"shelf for bathroom wall","673","1083","25987","9","0.03","412","38.04","1","0.24","22.99","24.99","57","193","73","68","6.28","0","0.0","21.77",,"10","39","9","4","0.37","0","0.0","15.99",,"1","2","0","2026-04-04"
"shelves 18 inches wide","717","59","1268","8","0.63","33","55.93","1","3.03","34.64","28.99","3","13","9","2","3.39","0","0.0","32.39",,"0","0","0","1","1.69","0","0.0","32.39",,"0","0","0","2026-04-04"
"18 x 24 frame rounded corner","148","9","198","9","4.55","8","88.89","1","12.5","58.89","49.99","0","0","3","3","33.33","1","33.33","49.99","49.99","0","0","1","0","0.0","0",,,,"0","0","0","2026-04-04"
"8x10 wood standing picture frame","768","3","180","6","3.33","3","100.0","1","33.33","18.99","18.99","0","3","0","1","33.33","0","0.0","18.36",,"0","1","0","1","33.33","0","0.0","18.36",,"0","1","0","2026-04-04"
"wooden shelving 12"" deep","992","2","120","4","3.33","2","100.0","1","50.0","63.89","63.99","0","1","0","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-04-04"
"frame painting 27x22","252","5","101","1","0.99","6","120.0","1","16.67","39.99","67.99","0","0","1","5","100.0","1","20.0","45.1","67.99","0","0","1","1","20.0","0","0.0","38.99",,"0","0","1","2026-04-04"
"22 x 28 frame","477","578","16497","22","0.13","259","44.81","1","0.39","34.99","67.99","1","64","96","93","16.09","0","0.0","31.99",,"1","27","31","37","6.4","0","0.0","31.99",,"1","10","12","2026-04-04"
"live edge wood floating shelves","90","80","1929","50","2.59","37","46.25","2","5.41","89.99","94.99","2","8","4","4","5.0","1","25.0","89.99","94.99","0","1","1","1","1.25","0","0.0","96.66",,"0","0","0","2026-04-04"
"live edge floating shelves 18 inch","798","11","230","6","2.61","9","81.82","1","11.11","94.99","94.99","0","3","3","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-04-04"
"wood frame real wood","950","4","112","4","3.57","4","100.0","1","25.0","26.09","45.99","0","1","2","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-04-04"
"long floating shelves for wall 10 in depth","852","16","355","5","1.41","11","68.75","1","9.09","69.99","60.99","2","3","1","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-04-04"
"5x7 farmhouse picture frame","393","148","3180","4","0.13","102","68.92","2","1.96","15.99","14.99","1","63","24","47","31.76","0","0.0","16.99",,"0","27","14","7","4.73","0","0.0","8.99",,"0","3","4","2026-04-04"
"floating black shelves 8 in deep","463","19","472","23","4.87","8","42.11","1","12.5","24.99","24.99","0","3","1","2","10.53","0","0.0","37.97",,"0","0","0","0","0.0","0",,,,"0","0","0","2026-04-04"
"gray wash floating shelf 12","392","36","794","4","0.5","31","86.11","2","6.45","39.98","24.99","0","0","0","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-04-04"
"11x14 frame","394","5705","166897","78","0.05","2559","44.86","0","0.0","8.99",,"492","1178","536","1098","19.25","0","0.0","7.64",,"245","519","208","509","8.92","0","0.0","6.99",,"126","260","83","2026-04-04"
"cuadro para foto 16x24","502","14","283","18","6.36","7","50.0","1","14.29","53.99","45.99","0","0","0","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-04-04"
"wall shelf 47.3 by 12","749","4","86","7","8.14","3","75.0","1","33.33","59.49","72.99","0","0","3","1","25.0","0","0.0","59.49",,"0","0","1","0","0.0","0",,,,"0","0","0","2026-04-04"
"floating shelves 36 inches long","381","181","4870","83","1.7","65","35.91","0","0.0","65.99",,"0","13","23","13","7.18","0","0.0","51.97",,"0","3","4","2","1.1","0","0.0","46.97",,"0","1","0","2026-04-04"
"tall book shelf","545","1236","34505","15","0.04","436","35.28","1","0.23","74.99","26.99","5","62","68","72","5.83","0","0.0","77.99",,"0","16","12","6","0.49","0","0.0","71.99",,"0","2","2","2026-04-04"
"light oak frame 36x24","216","2","44","2","4.55","2","100.0","1","50.0","76.99","76.99","0","0","0","1","50.0","1","100.0","76.99","76.99","0","0","0","0","0.0","0",,,,"0","0","0","2026-04-04"
"wall & tabletop picture frames","331","3589","94473","114","0.12","189","5.27","0","0.0","19.97",,"22","83","38","57","1.59","0","0.0","17.99",,"6","36","8","27","0.75","0","0.0","16.39",,"5","20","1","2026-04-04"
"24x36 glass frame","478","95","2435","21","0.86","53","55.79","1","1.89","66.59","76.99","0","13","17","5","5.26","0","0.0","69.99",,"0","0","1","2","2.11","0","0.0","50.81",,"0","0","1","2026-04-04"
"wall storage","825","5718","144754","43","0.03","1617","28.28","0","0.0","24.99",,"202","604","313","394","6.89","0","0.0","19.99",,"58","172","77","39","0.68","0","0.0","24.99",,"9","18","5","2026-04-04"
"decorative shelves for wall 36 inches","21","8","160","2","1.25","4","50.0","2","50.0","79.99","109.99","0","0","3","1","12.5","1","100.0","113.99","113.99","0","0","1","1","12.5","1","100.0","113.99","113.99","0","0","1","2026-04-04"
"12x16 frame wood","482","297","8361","20","0.24","163","54.88","1","0.61","14.94","27.99","15","74","46","57","19.19","0","0.0","17.99",,"3","29","12","21","7.07","0","0.0","18.99",,"3","11","2","2026-04-04"
"48"" shelf board","698","7","219","8","3.65","2","28.57","1","50.0","25.9","60.99","0","0","1","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-04-04"
"36 inch floating shelf set if 3","927","5","108","4","3.7","3","60.0","1","33.33","93.49","114.99","0","1","1","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-04-04"
"16x24 incg teak frame no glass","777","3","66","6","9.09","2","66.67","1","50.0","32.83","45.99","0","0","0","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-04-04"
"30x40 frame with mat","897","151","4710","5","0.11","57","37.75","1","1.75","65.85","83.99","1","12","13","11","7.28","0","0.0","65.85",,"0","6","1","3","1.99","0","0.0","82.99",,"0","2","1","2026-04-04"
"gold frames matted to 16x24","729","18","444","7","1.58","9","50.0","1","11.11","43.99","45.99","0","0","6","5","27.78","0","0.0","32.99",,"0","0","4","0","0.0","0",,,,"0","0","0","2026-04-04"
"grey wood floating shelves","842","49","1077","5","0.46","19","38.78","1","5.26","37.99","27.99","0","6","8","2","4.08","0","0.0","19.99",,"0","0","2","0","0.0","0",,,,"0","0","0","2026-04-04"
"wall shelf to hold heavy things","235","1","21","1","4.76","1","100.0","1","100.0","28.99","28.99","0","0","0","1","100.0","1","100.0","28.99","28.99","0","0","0","0","0.0","0",,,,"0","0","0","2026-04-04"
"small shelf 10 inches wide","887","38","1045","5","0.48","26","68.42","1","3.85","32.29","24.99","0","13","7","2","5.26","0","0.0","17.49",,"0","1","0","0","0.0","0",,,,"0","0","0","2026-04-04"
"40.5 shelf kit","974","8","176","4","2.27","5","62.5","1","20.0","17.36","60.99","1","0","0","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-04-04"
"shelf with brackets","632","305","8896","48","0.54","86","28.2","0","0.0","20.99",,"8","50","13","7","2.3","0","0.0","18.99",,"1","4","2","2","0.66","0","0.0","13.99",,"0","1","1","2026-04-04"
